Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real,,,,,,,,
2017,7,201707,Canberra,Sydney,Canberra - Sydney,238,290.8,,,,,,,,
2017,7,201707,Coffs Harbour,Sydney,Coffs Harbour - Sydney,104,127.1,,,,,,,,
2017,7,201707,Darwin,Melbourne,Darwin - Melbourne,578,706.2,,,,,,,,
2017,7,201707,Darwin,Perth,Darwin - Perth,740,904.1,,,,,,,,
2017,7,201707,Darwin,Sydney,Darwin - Sydney,518,632.9,,,,,,,,
2017,7,201707,Devonport,Melbourne,Devonport - Melbourne,310,378.7,,,,,,,,
2017,7,201707,Dubbo,Sydney,Dubbo - Sydney,300,366.2,,,,,,,,
2017,7,201707,Geraldton,Perth,Geraldton - Perth,390,476.5,,,,,,,,
2017,7,201707,Gold Coast,Sydney,Gold Coast - Sydney,100,122.2,,,,,,,,
2017,7,201707,Hamilton Island,Sydney,Hamilton Island - Sydney,270,329.9,,,,,,,,
2017,7,201707,Hobart,Melbourne,Hobart - Melbourne,100,122.2,,,,,,,,
2017,7,201707,Hobart,Sydney,Hobart - Sydney,174,212.6,,,,,,,,
2017,7,201707,Kalgoorlie,Perth,Kalgoorlie - Perth,506,618.3,,,,,,,,
2017,7,201707,Karratha,Perth,Karratha - Perth,644,786.8,,,,,,,,
2017,7,201707,Launceston,Melbourne,Launceston - Melbourne,110,134.4,,,,,,,,
2017,7,201707,Launceston,Sydney,Launceston - Sydney,188,229.7,,,,,,,,
2017,7,201707,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,318,388.5,,,,,,,,
2017,7,201707,Sunshine Coast,Sydney,Sunshine Coast - Sydney,148,180.8,,,,,,,,
2017,7,201707,Melbourne,Gold Coast,Melbourne - Gold Coast,178,217.5,,,,,,,,
2017,7,201707,Melbourne,Mildura,Melbourne - Mildura,230,281,,,,,,,,
2017,7,201707,Melbourne,Perth,Melbourne - Perth,318,388.5,,,,,,,,
2017,7,201707,Melbourne,Sydney,Melbourne - Sydney,138,168.6,,,,,,,,
2017,7,201707,Melbourne,Newcastle,Melbourne - Newcastle,130,158.8,,,,,,,,
2017,7,201707,Paraburdoo,Perth,Paraburdoo - Perth,644,786.8,,,,,,,,
2017,7,201707,Perth,Newman,Perth - Newman,624,762.4,,,,,,,,
2017,7,201707,Perth,Port Hedland,Perth - Port Hedland,720,879.6,,,,,,,,
2017,7,201707,Perth,Sydney,Perth - Sydney,338,412.9,,,,,,,,
2017,7,201707,Port Macquarie,Sydney,Port Macquarie - Sydney,237,289.5,,,,,,,,
2017,7,201707,Sydney,Tamworth,Sydney - Tamworth,240,293.2,,,,,,,,
2017,7,201707,Sydney,Townsville,Sydney - Townsville,318,388.5,,,,,,,,
2017,7,201707,Sydney,Wagga Wagga,Sydney - Wagga Wagga,300,365.9,,,,,,,,
2017,7,201707,Newcastle,Gold Coast,Newcastle - Gold Coast,184,224.8,,,,,,,,
2017,8,201708,Adelaide,Alice Springs,Adelaide - Alice Springs,444,542.4,,,,,,,,
2017,8,201708,Adelaide,Brisbane,Adelaide - Brisbane,214,261.4,,,,,,,,
2017,8,201708,Adelaide,Canberra,Adelaide - Canberra,478,584,,,,,,,,
2017,8,201708,Adelaide,Darwin,Adelaide - Darwin,380,464.3,,,,,,,,
2017,8,201708,Adelaide,Gold Coast,Adelaide - Gold Coast,300,366.5,,,,,,,,
2017,8,201708,Adelaide,Melbourne,Adelaide - Melbourne,90,110,,,,,,,,
2017,8,201708,Adelaide,Perth,Adelaide - Perth,308,376.3,,,,,,,,
2017,8,201708,Adelaide,Port Lincoln,Adelaide - Port Lincoln,266,324.6,,,,,,,,
2017,8,201708,Adelaide,Sydney,Adelaide - Sydney,118,144.2,,,,,,,,
2017,8,201708,Albury,Sydney,Albury - Sydney,251,306.7,,,,,,,,
2017,8,201708,Armidale,Sydney,Armidale - Sydney,276,337.5,,,,,,,,
2017,8,201708,Avalon,Sydney,Avalon - Sydney,98,119.7,,,,,,,,
2017,8,201708,Ayers Rock,Sydney,Ayers Rock - Sydney,498,608.4,,,,,,,,
2017,8,201708,Ballina,Sydney,Ballina - Sydney,120,146.6,,,,,,,,
2017,8,201708,Brisbane,Cairns,Brisbane - Cairns,238,290.8,,,,,,,,
2017,8,201708,Brisbane,Canberra,Brisbane - Canberra,396,483.8,,,,,,,,
2017,8,201708,Brisbane,Darwin,Brisbane - Darwin,248,303,,,,,,,,
2017,8,201708,Brisbane,Emerald,Brisbane - Emerald,341,416.6,,,,,,,,
2017,8,201708,Brisbane,Gladstone,Brisbane - Gladstone,270,329.9,,,,,,,,
2017,8,201708,Brisbane,Hamilton Island,Brisbane - Hamilton Island,277,338.4,,,,,,,,
2017,8,201708,Brisbane,Hobart,Brisbane - Hobart,332,405.6,,,,,,,,
2017,8,201708,Brisbane,Mackay,Brisbane - Mackay,194,237,,,,,,,,
2017,8,201708,Brisbane,Melbourne,Brisbane - Melbourne,130,158.8,,,,,,,,
2017,8,201708,Brisbane,Moranbah,Brisbane - Moranbah,440,537.6,,,,,,,,
2017,8,201708,Brisbane,Mount Isa,Brisbane - Mount Isa,805,983.5,,,,,,,,
2017,8,201708,Brisbane,Perth,Brisbane - Perth,531,648.7,,,,,,,,
2017,8,201708,Brisbane,Proserpine,Brisbane - Proserpine,194,237,,,,,,,,
2017,8,201708,Brisbane,Rockhampton,Brisbane - Rockhampton,231,282.2,,,,,,,,
2017,8,201708,Brisbane,Sydney,Brisbane - Sydney,90,110,,,,,,,,
2017,8,201708,Brisbane,Townsville,Brisbane - Townsville,318,388.5,,,,,,,,
2017,8,201708,Brisbane,Newcastle,Brisbane - Newcastle,118,144.2,,,,,,,,
2017,8,201708,Broome,Perth,Broome - Perth,704,860.1,,,,,,,,
2017,8,201708,Bundaberg,Brisbane,Bundaberg - Brisbane,250,305.4,,,,,,,,
2017,8,201708,Cairns,Gold Coast,Cairns - Gold Coast,294,359.2,,,,,,,,
2017,8,201708,Cairns,Melbourne,Cairns - Melbourne,398,486.2,,,,,,,,
2017,8,201708,Cairns,Sydney,Cairns - Sydney,178,217.5,,,,,,,,
2017,8,201708,Cairns,Townsville,Cairns - Townsville,279,340.9,,,,,,,,
2017,8,201708,Canberra,Melbourne,Canberra - Melbourne,290,354.3,,,,,,,,
2017,8,201708,Canberra,Sydney,Canberra - Sydney,238,290.8,,,,,,,,
2017,8,201708,Coffs Harbour,Sydney,Coffs Harbour - Sydney,100,122.2,,,,,,,,
2017,8,201708,Darwin,Melbourne,Darwin - Melbourne,498,608.4,,,,,,,,
2017,8,201708,Darwin,Perth,Darwin - Perth,744,909,,,,,,,,
2017,8,201708,Darwin,Sydney,Darwin - Sydney,368,449.6,,,,,,,,
2017,8,201708,Devonport,Melbourne,Devonport - Melbourne,309,377.5,,,,,,,,
2017,8,201708,Dubbo,Sydney,Dubbo - Sydney,302,368.9,,,,,,,,
2017,8,201708,Geraldton,Perth,Geraldton - Perth,384,469.2,,,,,,,,
2017,8,201708,Gold Coast,Sydney,Gold Coast - Sydney,78,95.3,,,,,,,,
2017,8,201708,Hamilton Island,Sydney,Hamilton Island - Sydney,260,317.6,,,,,,,,
2017,8,201708,Hobart,Melbourne,Hobart - Melbourne,104,127.1,,,,,,,,
2017,8,201708,Hobart,Sydney,Hobart - Sydney,208,254.1,,,,,,,,
2017,8,201708,Kalgoorlie,Perth,Kalgoorlie - Perth,507,619.4,,,,,,,,
2017,8,201708,Karratha,Perth,Karratha - Perth,644,786.8,,,,,,,,
2017,8,201708,Launceston,Melbourne,Launceston - Melbourne,118,144.2,,,,,,,,
2017,8,201708,Launceston,Sydney,Launceston - Sydney,178,217.5,,,,,,,,
2017,8,201708,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,410,500.9,,,,,,,,
2017,8,201708,Sunshine Coast,Sydney,Sunshine Coast - Sydney,204,249.2,,,,,,,,
2017,8,201708,Melbourne,Gold Coast,Melbourne - Gold Coast,130,158.8,,,,,,,,
2017,8,201708,Melbourne,Mildura,Melbourne - Mildura,243,296.9,,,,,,,,
2017,8,201708,Melbourne,Perth,Melbourne - Perth,308,376.3,,,,,,,,
2017,8,201708,Melbourne,Sydney,Melbourne - Sydney,110,134.4,,,,,,,,
2017,8,201708,Melbourne,Newcastle,Melbourne - Newcastle,120,146.6,,,,,,,,
2017,8,201708,Paraburdoo,Perth,Paraburdoo - Perth,675,824.7,,,,,,,,
2017,8,201708,Perth,Newman,Perth - Newman,624,762.4,,,,,,,,
2017,8,201708,Perth,Port Hedland,Perth - Port Hedland,720,879.6,,,,,,,,
2017,8,201708,Perth,Sydney,Perth - Sydney,258,315.2,,,,,,,,
2017,8,201708,Port Macquarie,Sydney,Port Macquarie - Sydney,237,289.5,,,,,,,,
2017,8,201708,Sydney,Tamworth,Sydney - Tamworth,250,305.4,,,,,,,,
2017,8,201708,Sydney,Townsville,Sydney - Townsville,318,388.5,,,,,,,,
2017,8,201708,Sydney,Wagga Wagga,Sydney - Wagga Wagga,304,371.3,,,,,,,,
2017,8,201708,Newcastle,Gold Coast,Newcastle - Gold Coast,234,285.9,,,,,,,,
2017,9,201709,Adelaide,Alice Springs,Adelaide - Alice Springs,682,833.2,,,,,,,,
2017,9,201709,Adelaide,Brisbane,Adelaide - Brisbane,300,366.5,,,,,,,,
2017,9,201709,Adelaide,Canberra,Adelaide - Canberra,478,584,,,,,,,,
2017,9,201709,Adelaide,Darwin,Adelaide - Darwin,578,706.2,,,,,,,,
2017,9,201709,Adelaide,Gold Coast,Adelaide - Gold Coast,484,591.3,,,,,,,,
2017,9,201709,Adelaide,Melbourne,Adelaide - Melbourne,264,322.5,,,,,,,,
2017,9,201709,Adelaide,Perth,Adelaide - Perth,470,574.2,,,,,,,,
2017,9,201709,Adelaide,Port Lincoln,Adelaide - Port Lincoln,266,324.6,,,,,,,,
2017,9,201709,Adelaide,Sydney,Adelaide - Sydney,184,224.8,,,,,,,,
2017,9,201709,Albury,Sydney,Albury - Sydney,280,342.3,,,,,,,,
2017,9,201709,Armidale,Sydney,Armidale - Sydney,276,337.5,,,,,,,,
2017,9,201709,Avalon,Sydney,Avalon - Sydney,148,180.8,,,,,,,,
2017,9,201709,Ayers Rock,Sydney,Ayers Rock - Sydney,544,664.6,,,,,,,,
2017,9,201709,Ballina,Sydney,Ballina - Sydney,150,183.3,,,,,,,,
2017,9,201709,Brisbane,Cairns,Brisbane - Cairns,254,310.3,,,,,,,,
2017,9,201709,Brisbane,Canberra,Brisbane - Canberra,426,520.5,,,,,,,,
2017,9,201709,Brisbane,Darwin,Brisbane - Darwin,184,224.8,,,,,,,,
2017,9,201709,Brisbane,Emerald,Brisbane - Emerald,341,416.6,,,,,,,,
2017,9,201709,Brisbane,Gladstone,Brisbane - Gladstone,270,329.9,,,,,,,,
2017,9,201709,Brisbane,Hamilton Island,Brisbane - Hamilton Island,521,636.5,,,,,,,,
2017,9,201709,Brisbane,Hobart,Brisbane - Hobart,308,376.3,,,,,,,,
2017,9,201709,Brisbane,Mackay,Brisbane - Mackay,168,205.2,,,,,,,,
2017,9,201709,Brisbane,Melbourne,Brisbane - Melbourne,178,217.5,,,,,,,,
2017,9,201709,Brisbane,Moranbah,Brisbane - Moranbah,540,659.7,,,,,,,,
2017,9,201709,Brisbane,Mount Isa,Brisbane - Mount Isa,785,959.1,,,,,,,,
2017,9,201709,Brisbane,Perth,Brisbane - Perth,541,661,,,,,,,,
2017,9,201709,Brisbane,Proserpine,Brisbane - Proserpine,218,266.3,,,,,,,,
2017,9,201709,Brisbane,Rockhampton,Brisbane - Rockhampton,296,361.6,,,,,,,,
2017,9,201709,Brisbane,Sydney,Brisbane - Sydney,150,183.3,,,,,,,,
2017,9,201709,Brisbane,Townsville,Brisbane - Townsville,288,351.9,,,,,,,,
2017,9,201709,Brisbane,Newcastle,Brisbane - Newcastle,138,168.6,,,,,,,,
2017,9,201709,Broome,Perth,Broome - Perth,628,767.2,,,,,,,,
2017,9,201709,Bundaberg,Brisbane,Bundaberg - Brisbane,250,305.4,,,,,,,,
2017,9,201709,Cairns,Gold Coast,Cairns - Gold Coast,308,376.3,,,,,,,,
2017,9,201709,Cairns,Melbourne,Cairns - Melbourne,438,535.1,,,,,,,,
2017,9,201709,Cairns,Sydney,Cairns - Sydney,318,388.5,,,,,,,,
2017,9,201709,Cairns,Townsville,Cairns - Townsville,279,340.9,,,,,,,,
2017,9,201709,Canberra,Melbourne,Canberra - Melbourne,290,354.3,,,,,,,,
2017,9,201709,Canberra,Sydney,Canberra - Sydney,273,333.5,,,,,,,,
2017,9,201709,Coffs Harbour,Sydney,Coffs Harbour - Sydney,180,219.9,,,,,,,,
2017,9,201709,Darwin,Melbourne,Darwin - Melbourne,704,860.1,,,,,,,,
2017,9,201709,Darwin,Perth,Darwin - Perth,710,867.4,,,,,,,,
2017,9,201709,Darwin,Sydney,Darwin - Sydney,528,645.1,,,,,,,,
2017,9,201709,Devonport,Melbourne,Devonport - Melbourne,309,377.5,,,,,,,,
2017,9,201709,Dubbo,Sydney,Dubbo - Sydney,335,409.2,,,,,,,,
2017,9,201709,Geraldton,Perth,Geraldton - Perth,384,469.2,,,,,,,,
2017,9,201709,Gold Coast,Sydney,Gold Coast - Sydney,118,144.2,,,,,,,,
2017,9,201709,Hamilton Island,Sydney,Hamilton Island - Sydney,210,256.6,,,,,,,,
2017,9,201709,Hobart,Melbourne,Hobart - Melbourne,218,266.3,,,,,,,,
2017,9,201709,Hobart,Sydney,Hobart - Sydney,288,351.9,,,,,,,,
2017,9,201709,Kalgoorlie,Perth,Kalgoorlie - Perth,507,619.4,,,,,,,,
2017,9,201709,Karratha,Perth,Karratha - Perth,644,786.8,,,,,,,,
2017,9,201709,Launceston,Melbourne,Launceston - Melbourne,158,193,,,,,,,,
2017,9,201709,Launceston,Sydney,Launceston - Sydney,314,383.6,,,,,,,,
2017,9,201709,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,474,579.1,,,,,,,,
2017,9,201709,Sunshine Coast,Sydney,Sunshine Coast - Sydney,248,303,,,,,,,,
2017,9,201709,Melbourne,Gold Coast,Melbourne - Gold Coast,198,241.9,,,,,,,,
2017,9,201709,Melbourne,Mildura,Melbourne - Mildura,230,281,,,,,,,,
2017,9,201709,Melbourne,Perth,Melbourne - Perth,358,437.4,,,,,,,,
2017,9,201709,Melbourne,Sydney,Melbourne - Sydney,158,193,,,,,,,,
2017,9,201709,Melbourne,Newcastle,Melbourne - Newcastle,160,195.5,,,,,,,,
2017,9,201709,Paraburdoo,Perth,Paraburdoo - Perth,644,786.8,,,,,,,,
2017,9,201709,Perth,Newman,Perth - Newman,624,762.4,,,,,,,,
2017,9,201709,Perth,Port Hedland,Perth - Port Hedland,720,879.6,,,,,,,,
2017,9,201709,Perth,Sydney,Perth - Sydney,458,559.5,,,,,,,,
2017,9,201709,Port Macquarie,Sydney,Port Macquarie - Sydney,264,322.5,,,,,,,,
2017,9,201709,Sydney,Tamworth,Sydney - Tamworth,232,283.4,,,,,,,,
2017,9,201709,Sydney,Townsville,Sydney - Townsville,364,444.7,,,,,,,,
2017,9,201709,Sydney,Wagga Wagga,Sydney - Wagga Wagga,304,371.3,,,,,,,,
2017,9,201709,Newcastle,Gold Coast,Newcastle - Gold Coast,264,322.5,,,,,,,,
2017,10,201710,Adelaide,Alice Springs,Adelaide - Alice Springs,604,733.3,,,,,,,,
2017,10,201710,Adelaide,Brisbane,Adelaide - Brisbane,200,242.8,,,,,,,,
2017,10,201710,Adelaide,Canberra,Adelaide - Canberra,478,580.3,,,,,,,,
2017,10,201710,Adelaide,Darwin,Adelaide - Darwin,368,446.8,,,,,,,,
2017,10,201710,Adelaide,Gold Coast,Adelaide - Gold Coast,314,381.2,,,,,,,,
2017,10,201710,Adelaide,Melbourne,Adelaide - Melbourne,130,157.8,,,,,,,,
2017,10,201710,Adelaide,Perth,Adelaide - Perth,348,422.5,,,,,,,,
2017,10,201710,Adelaide,Port Lincoln,Adelaide - Port Lincoln,266,322.5,,,,,,,,
2017,10,201710,Adelaide,Sydney,Adelaide - Sydney,148,179.7,,,,,,,,
2017,10,201710,Albury,Sydney,Albury - Sydney,238,289,,,,,,,,
2017,10,201710,Armidale,Sydney,Armidale - Sydney,276,335.3,,,,,,,,
2017,10,201710,Avalon,Sydney,Avalon - Sydney,108,131.1,,,,,,,,
2017,10,201710,Ayers Rock,Sydney,Ayers Rock - Sydney,548,665.3,,,,,,,,
2017,10,201710,Ballina,Sydney,Ballina - Sydney,240,291.4,,,,,,,,
2017,10,201710,Brisbane,Cairns,Brisbane - Cairns,198,240.4,,,,,,,,
2017,10,201710,Brisbane,Canberra,Brisbane - Canberra,402,488.1,,,,,,,,
2017,10,201710,Brisbane,Darwin,Brisbane - Darwin,274,332.7,,,,,,,,
2017,10,201710,Brisbane,Emerald,Brisbane - Emerald,344,417.6,,,,,,,,
2017,10,201710,Brisbane,Gladstone,Brisbane - Gladstone,270,327.8,,,,,,,,
2017,10,201710,Brisbane,Hamilton Island,Brisbane - Hamilton Island,283,343.6,,,,,,,,
2017,10,201710,Brisbane,Hobart,Brisbane - Hobart,364,441.9,,,,,,,,
2017,10,201710,Brisbane,Mackay,Brisbane - Mackay,158,191.8,,,,,,,,
2017,10,201710,Brisbane,Melbourne,Brisbane - Melbourne,188,228.2,,,,,,,,
2017,10,201710,Brisbane,Moranbah,Brisbane - Moranbah,463,562.1,,,,,,,,
2017,10,201710,Brisbane,Mount Isa,Brisbane - Mount Isa,768,932.4,,,,,,,,
2017,10,201710,Brisbane,Perth,Brisbane - Perth,608,738.2,,,,,,,,
2017,10,201710,Brisbane,Proserpine,Brisbane - Proserpine,184,223.4,,,,,,,,
2017,10,201710,Brisbane,Rockhampton,Brisbane - Rockhampton,291,353.3,,,,,,,,
2017,10,201710,Brisbane,Sydney,Brisbane - Sydney,144,174.8,,,,,,,,
2017,10,201710,Brisbane,Townsville,Brisbane - Townsville,258,313.2,,,,,,,,
2017,10,201710,Brisbane,Newcastle,Brisbane - Newcastle,148,179.7,,,,,,,,
2017,10,201710,Broome,Perth,Broome - Perth,524,636.2,,,,,,,,
2017,10,201710,Bundaberg,Brisbane,Bundaberg - Brisbane,250,303.5,,,,,,,,
2017,10,201710,Cairns,Gold Coast,Cairns - Gold Coast,278,337.5,,,,,,,,
2017,10,201710,Cairns,Melbourne,Cairns - Melbourne,438,531.8,,,,,,,,
2017,10,201710,Cairns,Sydney,Cairns - Sydney,258,313.2,,,,,,,,
2017,10,201710,Cairns,Townsville,Cairns - Townsville,278,337.5,,,,,,,,
2017,10,201710,Canberra,Melbourne,Canberra - Melbourne,350,424.9,,,,,,,,
2017,10,201710,Canberra,Sydney,Canberra - Sydney,278,337.5,,,,,,,,
2017,10,201710,Coffs Harbour,Sydney,Coffs Harbour - Sydney,114,138.4,,,,,,,,
2017,10,201710,Darwin,Melbourne,Darwin - Melbourne,498,604.6,,,,,,,,
2017,10,201710,Darwin,Perth,Darwin - Perth,699,848.7,,,,,,,,
2017,10,201710,Darwin,Sydney,Darwin - Sydney,340,412.8,,,,,,,,
2017,10,201710,Devonport,Melbourne,Devonport - Melbourne,309,375.2,,,,,,,,
2017,10,201710,Dubbo,Sydney,Dubbo - Sydney,302,366.5,,,,,,,,
2017,10,201710,Geraldton,Perth,Geraldton - Perth,396,480.8,,,,,,,,
2017,10,201710,Gold Coast,Sydney,Gold Coast - Sydney,114,138.4,,,,,,,,
2017,10,201710,Hamilton Island,Sydney,Hamilton Island - Sydney,274,332.7,,,,,,,,
2017,10,201710,Hobart,Melbourne,Hobart - Melbourne,184,223.4,,,,,,,,
2017,10,201710,Hobart,Sydney,Hobart - Sydney,274,332.7,,,,,,,,
2017,10,201710,Kalgoorlie,Perth,Kalgoorlie - Perth,520,631.3,,,,,,,,
2017,10,201710,Karratha,Perth,Karratha - Perth,650,789.2,,,,,,,,
2017,10,201710,Launceston,Melbourne,Launceston - Melbourne,144,174.8,,,,,,,,
2017,10,201710,Launceston,Sydney,Launceston - Sydney,258,313.2,,,,,,,,
2017,10,201710,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,370,449.2,,,,,,,,
2017,10,201710,Sunshine Coast,Sydney,Sunshine Coast - Sydney,168,204,,,,,,,,
2017,10,201710,Melbourne,Gold Coast,Melbourne - Gold Coast,238,289,,,,,,,,
2017,10,201710,Melbourne,Mildura,Melbourne - Mildura,228,276.8,,,,,,,,
2017,10,201710,Melbourne,Perth,Melbourne - Perth,328,398.2,,,,,,,,
2017,10,201710,Melbourne,Sydney,Melbourne - Sydney,138,167.5,,,,,,,,
2017,10,201710,Melbourne,Newcastle,Melbourne - Newcastle,154,187,,,,,,,,
2017,10,201710,Paraburdoo,Perth,Paraburdoo - Perth,644,781.9,,,,,,,,
2017,10,201710,Perth,Newman,Perth - Newman,630,764.9,,,,,,,,
2017,10,201710,Perth,Port Hedland,Perth - Port Hedland,723,877.8,,,,,,,,
2017,10,201710,Perth,Sydney,Perth - Sydney,368,446.8,,,,,,,,
2017,10,201710,Port Macquarie,Sydney,Port Macquarie - Sydney,256,310.8,,,,,,,,
2017,10,201710,Sydney,Tamworth,Sydney - Tamworth,250,303.5,,,,,,,,
2017,10,201710,Sydney,Townsville,Sydney - Townsville,288,349.7,,,,,,,,
2017,10,201710,Sydney,Wagga Wagga,Sydney - Wagga Wagga,304,369,,,,,,,,
2017,10,201710,Newcastle,Gold Coast,Newcastle - Gold Coast,204,247.7,,,,,,,,
2017,11,201711,Adelaide,Alice Springs,Adelaide - Alice Springs,504,611.9,,,,,,,,
2017,11,201711,Adelaide,Brisbane,Adelaide - Brisbane,188,228.2,,,,,,,,
2017,11,201711,Adelaide,Canberra,Adelaide - Canberra,484,587.6,,,,,,,,
2017,11,201711,Adelaide,Darwin,Adelaide - Darwin,418,507.5,,,,,,,,
2017,11,201711,Adelaide,Gold Coast,Adelaide - Gold Coast,274,332.7,,,,,,,,
2017,11,201711,Adelaide,Melbourne,Adelaide - Melbourne,124,150.5,,,,,,,,
2017,11,201711,Adelaide,Perth,Adelaide - Perth,490,594.9,,,,,,,,
2017,11,201711,Adelaide,Port Lincoln,Adelaide - Port Lincoln,266,322.5,,,,,,,,
2017,11,201711,Adelaide,Sydney,Adelaide - Sydney,168,204,,,,,,,,
2017,11,201711,Albury,Sydney,Albury - Sydney,254,308.4,,,,,,,,
2017,11,201711,Armidale,Sydney,Armidale - Sydney,281,340.7,,,,,,,,
2017,11,201711,Avalon,Sydney,Avalon - Sydney,98,119,,,,,,,,
2017,11,201711,Ayers Rock,Sydney,Ayers Rock - Sydney,530,643.5,,,,,,,,
2017,11,201711,Ballina,Sydney,Ballina - Sydney,160,194.3,,,,,,,,
2017,11,201711,Brisbane,Cairns,Brisbane - Cairns,164,199.1,,,,,,,,
2017,11,201711,Brisbane,Canberra,Brisbane - Canberra,402,488.1,,,,,,,,
2017,11,201711,Brisbane,Darwin,Brisbane - Darwin,508,616.8,,,,,,,,
2017,11,201711,Brisbane,Emerald,Brisbane - Emerald,397,482,,,,,,,,
2017,11,201711,Brisbane,Gladstone,Brisbane - Gladstone,278,337.5,,,,,,,,
2017,11,201711,Brisbane,Hamilton Island,Brisbane - Hamilton Island,371,450.4,,,,,,,,
2017,11,201711,Brisbane,Hobart,Brisbane - Hobart,340,412.8,,,,,,,,
2017,11,201711,Brisbane,Mackay,Brisbane - Mackay,168,204,,,,,,,,
2017,11,201711,Brisbane,Melbourne,Brisbane - Melbourne,168,204,,,,,,,,
2017,11,201711,Brisbane,Moranbah,Brisbane - Moranbah,707,858.4,,,,,,,,
2017,11,201711,Brisbane,Mount Isa,Brisbane - Mount Isa,825,1001.6,,,,,,,,
2017,11,201711,Brisbane,Perth,Brisbane - Perth,599,727.2,,,,,,,,
2017,11,201711,Brisbane,Proserpine,Brisbane - Proserpine,134,162.7,,,,,,,,
2017,11,201711,Brisbane,Rockhampton,Brisbane - Rockhampton,315,382.4,,,,,,,,
2017,11,201711,Brisbane,Sydney,Brisbane - Sydney,140,170,,,,,,,,
2017,11,201711,Brisbane,Townsville,Brisbane - Townsville,198,240.4,,,,,,,,
2017,11,201711,Brisbane,Newcastle,Brisbane - Newcastle,128,155.4,,,,,,,,
2017,11,201711,Broome,Perth,Broome - Perth,524,636.2,,,,,,,,
2017,11,201711,Bundaberg,Brisbane,Bundaberg - Brisbane,256,310.8,,,,,,,,
2017,11,201711,Cairns,Gold Coast,Cairns - Gold Coast,264,320.5,,,,,,,,
2017,11,201711,Cairns,Melbourne,Cairns - Melbourne,280,339.9,,,,,,,,
2017,11,201711,Cairns,Sydney,Cairns - Sydney,328,398.2,,,,,,,,
2017,11,201711,Cairns,Townsville,Cairns - Townsville,278,337.5,,,,,,,,
2017,11,201711,Canberra,Melbourne,Canberra - Melbourne,359,435.9,,,,,,,,
2017,11,201711,Canberra,Sydney,Canberra - Sydney,276,335.1,,,,,,,,
2017,11,201711,Coffs Harbour,Sydney,Coffs Harbour - Sydney,160,194.3,,,,,,,,
2017,11,201711,Darwin,Melbourne,Darwin - Melbourne,408,495.4,,,,,,,,
2017,11,201711,Darwin,Perth,Darwin - Perth,733,889.9,,,,,,,,
2017,11,201711,Darwin,Sydney,Darwin - Sydney,374,454.1,,,,,,,,
2017,11,201711,Devonport,Melbourne,Devonport - Melbourne,338,410.4,,,,,,,,
2017,11,201711,Dubbo,Sydney,Dubbo - Sydney,306,371.9,,,,,,,,
2017,11,201711,Geraldton,Perth,Geraldton - Perth,396,480.8,,,,,,,,
2017,11,201711,Gold Coast,Sydney,Gold Coast - Sydney,108,131.1,,,,,,,,
2017,11,201711,Hamilton Island,Sydney,Hamilton Island - Sydney,274,332.7,,,,,,,,
2017,11,201711,Hobart,Melbourne,Hobart - Melbourne,120,145.7,,,,,,,,
2017,11,201711,Hobart,Sydney,Hobart - Sydney,268,325.4,,,,,,,,
2017,11,201711,Kalgoorlie,Perth,Kalgoorlie - Perth,510,619.2,,,,,,,,
2017,11,201711,Karratha,Perth,Karratha - Perth,650,789.2,,,,,,,,
2017,11,201711,Launceston,Melbourne,Launceston - Melbourne,118,143.3,,,,,,,,
2017,11,201711,Launceston,Sydney,Launceston - Sydney,210,255,,,,,,,,
2017,11,201711,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,284,344.8,,,,,,,,
2017,11,201711,Sunshine Coast,Sydney,Sunshine Coast - Sydney,168,204,,,,,,,,
2017,11,201711,Melbourne,Gold Coast,Melbourne - Gold Coast,168,204,,,,,,,,
2017,11,201711,Melbourne,Mildura,Melbourne - Mildura,238,289,,,,,,,,
2017,11,201711,Melbourne,Perth,Melbourne - Perth,358,434.6,,,,,,,,
2017,11,201711,Melbourne,Sydney,Melbourne - Sydney,128,155.4,,,,,,,,
2017,11,201711,Melbourne,Newcastle,Melbourne - Newcastle,180,218.5,,,,,,,,
2017,11,201711,Paraburdoo,Perth,Paraburdoo - Perth,644,781.9,,,,,,,,
2017,11,201711,Perth,Newman,Perth - Newman,630,764.9,,,,,,,,
2017,11,201711,Perth,Port Hedland,Perth - Port Hedland,723,877.8,,,,,,,,
2017,11,201711,Perth,Sydney,Perth - Sydney,450,546.3,,,,,,,,
2017,11,201711,Port Macquarie,Sydney,Port Macquarie - Sydney,274,332.7,,,,,,,,
2017,11,201711,Sydney,Tamworth,Sydney - Tamworth,252,306,,,,,,,,
2017,11,201711,Sydney,Townsville,Sydney - Townsville,248,301.1,,,,,,,,
2017,11,201711,Sydney,Wagga Wagga,Sydney - Wagga Wagga,308,374.3,,,,,,,,
2017,11,201711,Newcastle,Gold Coast,Newcastle - Gold Coast,140,170,,,,,,,,
2017,12,201712,Adelaide,Alice Springs,Adelaide - Alice Springs,484,587.6,,,,,,,,
