Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real,,,,,,,,
2011,6,201106,Brisbane,Canberra,Brisbane - Canberra,238,326.5,,,,,,,,
2011,6,201106,Brisbane,Darwin,Brisbane - Darwin,497,681.9,,,,,,,,
2011,6,201106,Brisbane,Emerald,Brisbane - Emerald,378,518.6,,,,,,,,
2011,6,201106,Brisbane,Gladstone,Brisbane - Gladstone,138,189.3,,,,,,,,
2011,6,201106,Brisbane,Hamilton Island,Brisbane - Hamilton Island,148,203.1,,,,,,,,
2011,6,201106,Brisbane,Mackay,Brisbane - Mackay,178,244.2,,,,,,,,
2011,6,201106,Brisbane,Melbourne,Brisbane - Melbourne,160,219.4,,,,,,,,
2011,6,201106,Brisbane,Mount Isa,Brisbane - Mount Isa,698,957.6,,,,,,,,
2011,6,201106,Brisbane,Perth,Brisbane - Perth,398,546,,,,,,,,
2011,6,201106,Brisbane,Proserpine,Brisbane - Proserpine,198,271.7,,,,,,,,
2011,6,201106,Brisbane,Rockhampton,Brisbane - Rockhampton,190,260.7,,,,,,,,
2011,6,201106,Brisbane,Sydney,Brisbane - Sydney,100,137.1,,,,,,,,
2011,6,201106,Brisbane,Townsville,Brisbane - Townsville,278,381.4,,,,,,,,
2011,6,201106,Brisbane,Newcastle,Brisbane - Newcastle,158,216.8,,,,,,,,
2011,6,201106,Broome,Perth,Broome - Perth,517,709.3,,,,,,,,
2011,6,201106,Bundaberg,Brisbane,Bundaberg - Brisbane,315,432.2,,,,,,,,
2011,6,201106,Cairns,Melbourne,Cairns - Melbourne,320,438.9,,,,,,,,
2011,6,201106,Cairns,Sydney,Cairns - Sydney,418,573.5,,,,,,,,
2011,6,201106,Cairns,Townsville,Cairns - Townsville,190,260.7,,,,,,,,
2011,6,201106,Canberra,Melbourne,Canberra - Melbourne,150,205.7,,,,,,,,
2011,6,201106,Canberra,Sydney,Canberra - Sydney,198,271.7,,,,,,,,
2011,6,201106,Coffs Harbour,Sydney,Coffs Harbour - Sydney,198,271.7,,,,,,,,
2011,6,201106,Darwin,Melbourne,Darwin - Melbourne,584,801.2,,,,,,,,
2011,6,201106,Darwin,Perth,Darwin - Perth,528,724.4,,,,,,,,
2011,6,201106,Darwin,Sydney,Darwin - Sydney,588,806.7,,,,,,,,
2011,6,201106,Devonport,Melbourne,Devonport - Melbourne,293,402,,,,,,,,
2011,6,201106,Dubbo,Sydney,Dubbo - Sydney,298,408.6,,,,,,,,
2011,6,201106,Geraldton,Perth,Geraldton - Perth,305,417.8,,,,,,,,
2011,6,201106,Gold Coast,Sydney,Gold Coast - Sydney,90,123.3,,,,,,,,
2011,6,201106,Hamilton Island,Sydney,Hamilton Island - Sydney,310,425.3,,,,,,,,
2011,6,201106,Hobart,Melbourne,Hobart - Melbourne,90,123.3,,,,,,,,
2011,6,201106,Hobart,Sydney,Hobart - Sydney,198,271.7,,,,,,,,
2011,6,201106,Kalgoorlie,Perth,Kalgoorlie - Perth,279,382.5,,,,,,,,
2011,6,201106,Karratha,Perth,Karratha - Perth,416,570.7,,,,,,,,
2011,6,201106,Launceston,Melbourne,Launceston - Melbourne,158,216.8,,,,,,,,
2011,6,201106,Launceston,Sydney,Launceston - Sydney,188,257.9,,,,,,,,
2011,6,201106,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,150,205.7,,,,,,,,
2011,6,201106,Sunshine Coast,Sydney,Sunshine Coast - Sydney,90,123.3,,,,,,,,
2011,6,201106,Melbourne,Gold Coast,Melbourne - Gold Coast,150,205.7,,,,,,,,
2011,6,201106,Melbourne,Mildura,Melbourne - Mildura,198,271.7,,,,,,,,
2011,6,201106,Melbourne,Perth,Melbourne - Perth,450,617.3,,,,,,,,
2011,6,201106,Melbourne,Sydney,Melbourne - Sydney,90,123.3,,,,,,,,
2011,6,201106,Melbourne,Newcastle,Melbourne - Newcastle,140,192.1,,,,,,,,
2011,6,201106,Paraburdoo,Perth,Paraburdoo - Perth,655,898.6,,,,,,,,
2011,6,201106,Perth,Newman,Perth - Newman,530,727.1,,,,,,,,
2011,6,201106,Perth,Port Hedland,Perth - Port Hedland,527,723,,,,,,,,
2011,6,201106,Perth,Sydney,Perth - Sydney,288,395.1,,,,,,,,
2011,6,201106,Port Macquarie,Sydney,Port Macquarie - Sydney,210,288.1,,,,,,,,
2011,6,201106,Sydney,Tamworth,Sydney - Tamworth,228,312.8,,,,,,,,
2011,6,201106,Sydney,Townsville,Sydney - Townsville,348,477.4,,,,,,,,
2011,6,201106,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251,344.8,,,,,,,,
2011,6,201106,Newcastle,Gold Coast,Newcastle - Gold Coast,198,271.7,,,,,,,,
2011,7,201107,Adelaide,Alice Springs,Adelaide - Alice Springs,589,803.2,,,,,,,,
2011,7,201107,Adelaide,Brisbane,Adelaide - Brisbane,338,460.9,,,,,,,,
2011,7,201107,Adelaide,Canberra,Adelaide - Canberra,338,460.9,,,,,,,,
2011,7,201107,Adelaide,Darwin,Adelaide - Darwin,568,774.6,,,,,,,,
2011,7,201107,Adelaide,Gold Coast,Adelaide - Gold Coast,344,469.1,,,,,,,,
2011,7,201107,Adelaide,Melbourne,Adelaide - Melbourne,108,147.3,,,,,,,,
2011,7,201107,Adelaide,Perth,Adelaide - Perth,378,515.5,,,,,,,,
2011,7,201107,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226,308.3,,,,,,,,
2011,7,201107,Adelaide,Sydney,Adelaide - Sydney,228,310.9,,,,,,,,
2011,7,201107,Albury,Sydney,Albury - Sydney,198,270,,,,,,,,
2011,7,201107,Alice Springs,Darwin,Alice Springs - Darwin,588,801.9,,,,,,,,
2011,7,201107,Alice Springs,Melbourne,Alice Springs - Melbourne,638,870.1,,,,,,,,
2011,7,201107,Alice Springs,Sydney,Alice Springs - Sydney,798,1088.3,,,,,,,,
2011,7,201107,Armidale,Sydney,Armidale - Sydney,248,338.2,,,,,,,,
2011,7,201107,Avalon,Brisbane,Avalon - Brisbane,138,188.2,,,,,,,,
2011,7,201107,Avalon,Sydney,Avalon - Sydney,78,106.4,,,,,,,,
2011,7,201107,Ayers Rock,Sydney,Ayers Rock - Sydney,414,564.6,,,,,,,,
2011,7,201107,Ballina,Sydney,Ballina - Sydney,128,174.6,,,,,,,,
2011,7,201107,Brisbane,Cairns,Brisbane - Cairns,258,351.8,,,,,,,,
2011,7,201107,Brisbane,Canberra,Brisbane - Canberra,218,297.3,,,,,,,,
2011,7,201107,Brisbane,Darwin,Brisbane - Darwin,468,638.2,,,,,,,,
2011,7,201107,Brisbane,Emerald,Brisbane - Emerald,198,270,,,,,,,,
2011,7,201107,Brisbane,Gladstone,Brisbane - Gladstone,180,245.5,,,,,,,,
2011,7,201107,Brisbane,Hamilton Island,Brisbane - Hamilton Island,168,229.1,,,,,,,,
2011,7,201107,Brisbane,Mackay,Brisbane - Mackay,168,229.1,,,,,,,,
2011,7,201107,Brisbane,Melbourne,Brisbane - Melbourne,218,297.3,,,,,,,,
2011,7,201107,Brisbane,Mount Isa,Brisbane - Mount Isa,669,912.3,,,,,,,,
2011,7,201107,Brisbane,Perth,Brisbane - Perth,378,515.5,,,,,,,,
2011,7,201107,Brisbane,Proserpine,Brisbane - Proserpine,168,229.1,,,,,,,,
2011,7,201107,Brisbane,Rockhampton,Brisbane - Rockhampton,170,231.8,,,,,,,,
2011,7,201107,Brisbane,Sydney,Brisbane - Sydney,158,215.5,,,,,,,,
2011,7,201107,Brisbane,Townsville,Brisbane - Townsville,228,310.9,,,,,,,,
2011,7,201107,Brisbane,Newcastle,Brisbane - Newcastle,98,133.6,,,,,,,,
2011,7,201107,Broome,Perth,Broome - Perth,628,856.4,,,,,,,,
2011,7,201107,Bundaberg,Brisbane,Bundaberg - Brisbane,315,429.6,,,,,,,,
2011,7,201107,Cairns,Melbourne,Cairns - Melbourne,427,582.3,,,,,,,,
2011,7,201107,Cairns,Sydney,Cairns - Sydney,338,460.9,,,,,,,,
2011,7,201107,Cairns,Townsville,Cairns - Townsville,198,270,,,,,,,,
2011,7,201107,Canberra,Melbourne,Canberra - Melbourne,180,245.5,,,,,,,,
2011,7,201107,Canberra,Sydney,Canberra - Sydney,198,270,,,,,,,,
2011,7,201107,Coffs Harbour,Sydney,Coffs Harbour - Sydney,198,270,,,,,,,,
2011,7,201107,Darwin,Melbourne,Darwin - Melbourne,468,638.2,,,,,,,,
2011,7,201107,Darwin,Perth,Darwin - Perth,396,540,,,,,,,,
2011,7,201107,Darwin,Sydney,Darwin - Sydney,468,638.2,,,,,,,,
2011,7,201107,Devonport,Melbourne,Devonport - Melbourne,240,327.3,,,,,,,,
2011,7,201107,Dubbo,Sydney,Dubbo - Sydney,299,407.5,,,,,,,,
2011,7,201107,Geraldton,Perth,Geraldton - Perth,305,415.3,,,,,,,,
2011,7,201107,Gold Coast,Sydney,Gold Coast - Sydney,118,160.9,,,,,,,,
2011,7,201107,Hamilton Island,Sydney,Hamilton Island - Sydney,278,379.1,,,,,,,,
2011,7,201107,Hobart,Melbourne,Hobart - Melbourne,153,208.7,,,,,,,,
2011,7,201107,Hobart,Sydney,Hobart - Sydney,178,242.7,,,,,,,,
2011,7,201107,Kalgoorlie,Perth,Kalgoorlie - Perth,279,380.2,,,,,,,,
2011,7,201107,Karratha,Perth,Karratha - Perth,478,651.9,,,,,,,,
2011,7,201107,Launceston,Melbourne,Launceston - Melbourne,138,188.2,,,,,,,,
2011,7,201107,Launceston,Sydney,Launceston - Sydney,158,215.5,,,,,,,,
2011,7,201107,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,248,338.2,,,,,,,,
2011,7,201107,Sunshine Coast,Sydney,Sunshine Coast - Sydney,128,174.6,,,,,,,,
2011,7,201107,Melbourne,Gold Coast,Melbourne - Gold Coast,186,253.7,,,,,,,,
2011,7,201107,Melbourne,Mildura,Melbourne - Mildura,178,242.7,,,,,,,,
2011,7,201107,Melbourne,Perth,Melbourne - Perth,398,542.8,,,,,,,,
2011,7,201107,Melbourne,Sydney,Melbourne - Sydney,148,201.8,,,,,,,,
2011,7,201107,Melbourne,Newcastle,Melbourne - Newcastle,138,188.2,,,,,,,,
2011,7,201107,Paraburdoo,Perth,Paraburdoo - Perth,629,857.8,,,,,,,,
2011,7,201107,Perth,Newman,Perth - Newman,568,774.6,,,,,,,,
2011,7,201107,Perth,Port Hedland,Perth - Port Hedland,527,718.7,,,,,,,,
2011,7,201107,Perth,Sydney,Perth - Sydney,316,430.9,,,,,,,,
2011,7,201107,Port Macquarie,Sydney,Port Macquarie - Sydney,210,286.4,,,,,,,,
2011,7,201107,Sydney,Tamworth,Sydney - Tamworth,226,308.2,,,,,,,,
2011,7,201107,Sydney,Townsville,Sydney - Townsville,288,392.8,,,,,,,,
2011,7,201107,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251,342.7,,,,,,,,
2011,7,201107,Newcastle,Gold Coast,Newcastle - Gold Coast,158,215.5,,,,,,,,
2011,8,201108,Adelaide,Alice Springs,Adelaide - Alice Springs,418,570,,,,,,,,
2011,8,201108,Adelaide,Brisbane,Adelaide - Brisbane,278,379.1,,,,,,,,
2011,8,201108,Adelaide,Canberra,Adelaide - Canberra,330,450,,,,,,,,
2011,8,201108,Adelaide,Darwin,Adelaide - Darwin,408,556.4,,,,,,,,
2011,8,201108,Adelaide,Gold Coast,Adelaide - Gold Coast,328,447.3,,,,,,,,
2011,8,201108,Adelaide,Melbourne,Adelaide - Melbourne,148,201.8,,,,,,,,
2011,8,201108,Adelaide,Perth,Adelaide - Perth,370,504.6,,,,,,,,
2011,8,201108,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226,308.3,,,,,,,,
2011,8,201108,Adelaide,Sydney,Adelaide - Sydney,133,181.4,,,,,,,,
2011,8,201108,Albury,Sydney,Albury - Sydney,198,270,,,,,,,,
2011,8,201108,Alice Springs,Darwin,Alice Springs - Darwin,618,842.8,,,,,,,,
2011,8,201108,Alice Springs,Melbourne,Alice Springs - Melbourne,598,815.5,,,,,,,,
2011,8,201108,Alice Springs,Sydney,Alice Springs - Sydney,698,951.9,,,,,,,,
2011,8,201108,Armidale,Sydney,Armidale - Sydney,353,481.4,,,,,,,,
2011,8,201108,Avalon,Brisbane,Avalon - Brisbane,178,242.7,,,,,,,,
2011,8,201108,Avalon,Sydney,Avalon - Sydney,78,106.4,,,,,,,,
2011,8,201108,Ayers Rock,Sydney,Ayers Rock - Sydney,414,564.6,,,,,,,,
2011,8,201108,Ballina,Sydney,Ballina - Sydney,178,242.7,,,,,,,,
2011,8,201108,Brisbane,Cairns,Brisbane - Cairns,246,335.5,,,,,,,,
2011,8,201108,Brisbane,Canberra,Brisbane - Canberra,218,297.3,,,,,,,,
2011,8,201108,Brisbane,Darwin,Brisbane - Darwin,378,515.5,,,,,,,,
2011,8,201108,Brisbane,Emerald,Brisbane - Emerald,244,332.7,,,,,,,,
2011,8,201108,Brisbane,Gladstone,Brisbane - Gladstone,198,270,,,,,,,,
2011,8,201108,Brisbane,Hamilton Island,Brisbane - Hamilton Island,158,215.5,,,,,,,,
2011,8,201108,Brisbane,Mackay,Brisbane - Mackay,168,229.1,,,,,,,,
2011,8,201108,Brisbane,Melbourne,Brisbane - Melbourne,238,324.6,,,,,,,,
2011,8,201108,Brisbane,Mount Isa,Brisbane - Mount Isa,699,953.2,,,,,,,,
2011,8,201108,Brisbane,Perth,Brisbane - Perth,166,226.4,,,,,,,,
2011,8,201108,Brisbane,Proserpine,Brisbane - Proserpine,208,283.7,,,,,,,,
2011,8,201108,Brisbane,Rockhampton,Brisbane - Rockhampton,178,242.7,,,,,,,,
2011,8,201108,Brisbane,Sydney,Brisbane - Sydney,158,215.5,,,,,,,,
2011,8,201108,Brisbane,Townsville,Brisbane - Townsville,238,324.6,,,,,,,,
2011,8,201108,Brisbane,Newcastle,Brisbane - Newcastle,118,160.9,,,,,,,,
2011,8,201108,Broome,Perth,Broome - Perth,628,856.4,,,,,,,,
2011,8,201108,Bundaberg,Brisbane,Bundaberg - Brisbane,370,504.6,,,,,,,,
2011,8,201108,Cairns,Melbourne,Cairns - Melbourne,458,624.6,,,,,,,,
2011,8,201108,Cairns,Sydney,Cairns - Sydney,348,474.6,,,,,,,,
2011,8,201108,Cairns,Townsville,Cairns - Townsville,198,270,,,,,,,,
2011,8,201108,Canberra,Melbourne,Canberra - Melbourne,210,286.4,,,,,,,,
2011,8,201108,Canberra,Sydney,Canberra - Sydney,198,270,,,,,,,,
2011,8,201108,Coffs Harbour,Sydney,Coffs Harbour - Sydney,208,283.7,,,,,,,,
2011,8,201108,Darwin,Melbourne,Darwin - Melbourne,367,500.5,,,,,,,,
2011,8,201108,Darwin,Perth,Darwin - Perth,396,540,,,,,,,,
2011,8,201108,Darwin,Sydney,Darwin - Sydney,498,679.1,,,,,,,,
2011,8,201108,Devonport,Melbourne,Devonport - Melbourne,344,469.1,,,,,,,,
2011,8,201108,Dubbo,Sydney,Dubbo - Sydney,299,407.5,,,,,,,,
2011,8,201108,Geraldton,Perth,Geraldton - Perth,399,544.1,,,,,,,,
2011,8,201108,Gold Coast,Sydney,Gold Coast - Sydney,148,201.8,,,,,,,,
2011,8,201108,Hamilton Island,Sydney,Hamilton Island - Sydney,330,450,,,,,,,,
2011,8,201108,Hobart,Melbourne,Hobart - Melbourne,158,215.5,,,,,,,,
2011,8,201108,Hobart,Sydney,Hobart - Sydney,178,242.7,,,,,,,,
2011,8,201108,Kalgoorlie,Perth,Kalgoorlie - Perth,358,488.2,,,,,,,,
2011,8,201108,Karratha,Perth,Karratha - Perth,478,651.9,,,,,,,,
2011,8,201108,Launceston,Melbourne,Launceston - Melbourne,138,188.2,,,,,,,,
2011,8,201108,Launceston,Sydney,Launceston - Sydney,198,270,,,,,,,,
2011,8,201108,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,298,406.4,,,,,,,,
2011,8,201108,Sunshine Coast,Sydney,Sunshine Coast - Sydney,208,283.7,,,,,,,,
2011,8,201108,Melbourne,Gold Coast,Melbourne - Gold Coast,188,256.4,,,,,,,,
2011,8,201108,Melbourne,Mildura,Melbourne - Mildura,198,270,,,,,,,,
2011,8,201108,Melbourne,Perth,Melbourne - Perth,398,542.8,,,,,,,,
2011,8,201108,Melbourne,Sydney,Melbourne - Sydney,148,201.8,,,,,,,,
2011,8,201108,Melbourne,Newcastle,Melbourne - Newcastle,128,174.6,,,,,,,,
2011,8,201108,Paraburdoo,Perth,Paraburdoo - Perth,629,857.8,,,,,,,,
2011,8,201108,Perth,Newman,Perth - Newman,568,774.6,,,,,,,,
2011,8,201108,Perth,Port Hedland,Perth - Port Hedland,527,718.7,,,,,,,,
2011,8,201108,Perth,Sydney,Perth - Sydney,173,235.9,,,,,,,,
2011,8,201108,Port Macquarie,Sydney,Port Macquarie - Sydney,209,285,,,,,,,,
2011,8,201108,Sydney,Tamworth,Sydney - Tamworth,228,310.9,,,,,,,,
2011,8,201108,Sydney,Townsville,Sydney - Townsville,278,379.1,,,,,,,,
2011,8,201108,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251,342.7,,,,,,,,
2011,8,201108,Newcastle,Gold Coast,Newcastle - Gold Coast,238,324.6,,,,,,,,
2011,9,201109,Adelaide,Alice Springs,Adelaide - Alice Springs,499,680.5,,,,,,,,
2011,9,201109,Adelaide,Brisbane,Adelaide - Brisbane,448,610.9,,,,,,,,
2011,9,201109,Adelaide,Canberra,Adelaide - Canberra,408,556.4,,,,,,,,
2011,9,201109,Adelaide,Darwin,Adelaide - Darwin,764,1041.9,,,,,,,,
2011,9,201109,Adelaide,Gold Coast,Adelaide - Gold Coast,498,679.1,,,,,,,,
2011,9,201109,Adelaide,Melbourne,Adelaide - Melbourne,268,365.5,,,,,,,,
2011,9,201109,Adelaide,Perth,Adelaide - Perth,494,673.7,,,,,,,,
2011,9,201109,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226,308.3,,,,,,,,
2011,9,201109,Adelaide,Sydney,Adelaide - Sydney,272,370.9,,,,,,,,
2011,9,201109,Albury,Sydney,Albury - Sydney,218,296.7,,,,,,,,
2011,9,201109,Alice Springs,Darwin,Alice Springs - Darwin,588,801.9,,,,,,,,
2011,9,201109,Alice Springs,Melbourne,Alice Springs - Melbourne,748,1020.1,,,,,,,,
2011,9,201109,Alice Springs,Sydney,Alice Springs - Sydney,808,1101.9,,,,,,,,
2011,9,201109,Armidale,Sydney,Armidale - Sydney,353,481.4,,,,,,,,
2011,9,201109,Avalon,Brisbane,Avalon - Brisbane,284,387.3,,,,,,,,
2011,9,201109,Avalon,Sydney,Avalon - Sydney,148,201.8,,,,,,,,
2011,9,201109,Ayers Rock,Sydney,Ayers Rock - Sydney,518,706.4,,,,,,,,
2011,9,201109,Ballina,Sydney,Ballina - Sydney,228,310.9,,,,,,,,
2011,9,201109,Brisbane,Cairns,Brisbane - Cairns,274,373.7,,,,,,,,
2011,9,201109,Brisbane,Canberra,Brisbane - Canberra,218,297.3,,,,,,,,
2011,9,201109,Brisbane,Darwin,Brisbane - Darwin,398,542.8,,,,,,,,
2011,9,201109,Brisbane,Emerald,Brisbane - Emerald,400,545.5,,,,,,,,
2011,9,201109,Brisbane,Gladstone,Brisbane - Gladstone,198,270,,,,,,,,
2011,9,201109,Brisbane,Hamilton Island,Brisbane - Hamilton Island,358,488.2,,,,,,,,
2011,9,201109,Brisbane,Mackay,Brisbane - Mackay,188,256.4,,,,,,,,
2011,9,201109,Brisbane,Melbourne,Brisbane - Melbourne,180,245.3,,,,,,,,
2011,9,201109,Brisbane,Mount Isa,Brisbane - Mount Isa,729,994.2,,,,,,,,
2011,9,201109,Brisbane,Perth,Brisbane - Perth,394,537.3,,,,,,,,
2011,9,201109,Brisbane,Proserpine,Brisbane - Proserpine,258,351.8,,,,,,,,
2011,9,201109,Brisbane,Rockhampton,Brisbane - Rockhampton,178,242.7,,,,,,,,
2011,9,201109,Brisbane,Sydney,Brisbane - Sydney,190,259.1,,,,,,,,
2011,9,201109,Brisbane,Townsville,Brisbane - Townsville,264,360,,,,,,,,
2011,9,201109,Brisbane,Newcastle,Brisbane - Newcastle,168,229.1,,,,,,,,
2011,9,201109,Broome,Perth,Broome - Perth,598,815.5,,,,,,,,
2011,9,201109,Bundaberg,Brisbane,Bundaberg - Brisbane,370,504.6,,,,,,,,
2011,9,201109,Cairns,Melbourne,Cairns - Melbourne,624,851,,,,,,,,
2011,9,201109,Cairns,Sydney,Cairns - Sydney,444,605.5,,,,,,,,
2011,9,201109,Cairns,Townsville,Cairns - Townsville,190,259.1,,,,,,,,
2011,9,201109,Canberra,Melbourne,Canberra - Melbourne,210,286.4,,,,,,,,
2011,9,201109,Canberra,Sydney,Canberra - Sydney,198,270,,,,,,,,
2011,9,201109,Coffs Harbour,Sydney,Coffs Harbour - Sydney,193,263.2,,,,,,,,
2011,9,201109,Darwin,Melbourne,Darwin - Melbourne,613,836,,,,,,,,
2011,9,201109,Darwin,Perth,Darwin - Perth,396,540,,,,,,,,
2011,9,201109,Darwin,Sydney,Darwin - Sydney,634,864.6,,,,,,,,
2011,9,201109,Devonport,Melbourne,Devonport - Melbourne,397,541.4,,,,,,,,
2011,9,201109,Dubbo,Sydney,Dubbo - Sydney,299,407.5,,,,,,,,
2011,9,201109,Geraldton,Perth,Geraldton - Perth,351,478.9,,,,,,,,
2011,9,201109,Gold Coast,Sydney,Gold Coast - Sydney,163,222.3,,,,,,,,
2011,9,201109,Hamilton Island,Sydney,Hamilton Island - Sydney,527,718.7,,,,,,,,
2011,9,201109,Hobart,Melbourne,Hobart - Melbourne,178,242.7,,,,,,,,
2011,9,201109,Hobart,Sydney,Hobart - Sydney,258,351.8,,,,,,,,
2011,9,201109,Kalgoorlie,Perth,Kalgoorlie - Perth,457,623.4,,,,,,,,
2011,9,201109,Karratha,Perth,Karratha - Perth,500,681.9,,,,,,,,
2011,9,201109,Launceston,Melbourne,Launceston - Melbourne,158,215.5,,,,,,,,
2011,9,201109,Launceston,Sydney,Launceston - Sydney,228,310.9,,,,,,,,
2011,9,201109,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,459,626,,,,,,,,
2011,9,201109,Sunshine Coast,Sydney,Sunshine Coast - Sydney,258,351.8,,,,,,,,
2011,9,201109,Melbourne,Gold Coast,Melbourne - Gold Coast,160,218.1,,,,,,,,
2011,9,201109,Melbourne,Mildura,Melbourne - Mildura,198,270,,,,,,,,
2011,9,201109,Melbourne,Perth,Melbourne - Perth,513,699.6,,,,,,,,
2011,9,201109,Melbourne,Sydney,Melbourne - Sydney,100,136.2,,,,,,,,
2011,9,201109,Melbourne,Newcastle,Melbourne - Newcastle,188,256.4,,,,,,,,
2011,9,201109,Paraburdoo,Perth,Paraburdoo - Perth,669,912.3,,,,,,,,
2011,9,201109,Perth,Newman,Perth - Newman,634,864.6,,,,,,,,
2011,9,201109,Perth,Port Hedland,Perth - Port Hedland,549,748.7,,,,,,,,
2011,9,201109,Perth,Sydney,Perth - Sydney,562,766.4,,,,,,,,
2011,9,201109,Port Macquarie,Sydney,Port Macquarie - Sydney,180,245.5,,,,,,,,
2011,9,201109,Sydney,Tamworth,Sydney - Tamworth,279,380.5,,,,,,,,
2011,9,201109,Sydney,Townsville,Sydney - Townsville,364,496.4,,,,,,,,
2011,9,201109,Sydney,Wagga Wagga,Sydney - Wagga Wagga,251,342.7,,,,,,,,
2011,9,201109,Newcastle,Gold Coast,Newcastle - Gold Coast,318,433.7,,,,,,,,
2011,10,201110,Adelaide,Alice Springs,Adelaide - Alice Springs,499,680.5,,,,,,,,
2011,10,201110,Adelaide,Brisbane,Adelaide - Brisbane,334,455.5,,,,,,,,
2011,10,201110,Adelaide,Canberra,Adelaide - Canberra,338,460.9,,,,,,,,
2011,10,201110,Adelaide,Darwin,Adelaide - Darwin,454,619.1,,,,,,,,
2011,10,201110,Adelaide,Gold Coast,Adelaide - Gold Coast,404,550.9,,,,,,,,
2011,10,201110,Adelaide,Melbourne,Adelaide - Melbourne,238,324.6,,,,,,,,
2011,10,201110,Adelaide,Perth,Adelaide - Perth,444,605.5,,,,,,,,
2011,10,201110,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226,308.3,,,,,,,,
2011,10,201110,Adelaide,Sydney,Adelaide - Sydney,264,360,,,,,,,,
2011,10,201110,Albury,Sydney,Albury - Sydney,218,296.7,,,,,,,,
2011,10,201110,Alice Springs,Darwin,Alice Springs - Darwin,588,801.9,,,,,,,,
2011,10,201110,Alice Springs,Melbourne,Alice Springs - Melbourne,598,815.5,,,,,,,,
2011,10,201110,Alice Springs,Sydney,Alice Springs - Sydney,648,883.7,,,,,,,,
2011,10,201110,Armidale,Sydney,Armidale - Sydney,300,409.1,,,,,,,,
2011,10,201110,Avalon,Brisbane,Avalon - Brisbane,344,469.1,,,,,,,,
2011,10,201110,Avalon,Sydney,Avalon - Sydney,138,188.2,,,,,,,,
2011,10,201110,Ayers Rock,Sydney,Ayers Rock - Sydney,396,540,,,,,,,,
2011,10,201110,Ballina,Sydney,Ballina - Sydney,224,305.5,,,,,,,,
2011,10,201110,Brisbane,Cairns,Brisbane - Cairns,254,346.4,,,,,,,,
2011,10,201110,Brisbane,Canberra,Brisbane - Canberra,228,310.9,,,,,,,,
2011,10,201110,Brisbane,Darwin,Brisbane - Darwin,396,540,,,,,,,,
2011,10,201110,Brisbane,Emerald,Brisbane - Emerald,420,572.8,,,,,,,,
2011,10,201110,Brisbane,Gladstone,Brisbane - Gladstone,138,188.2,,,,,,,,
2011,10,201110,Brisbane,Hamilton Island,Brisbane - Hamilton Island,328,447.3,,,,,,,,
2011,10,201110,Brisbane,Mackay,Brisbane - Mackay,198,270,,,,,,,,
2011,10,201110,Brisbane,Melbourne,Brisbane - Melbourne,140,190.8,,,,,,,,
2011,10,201110,Brisbane,Mount Isa,Brisbane - Mount Isa,699,953.2,,,,,,,,
2011,10,201110,Brisbane,Perth,Brisbane - Perth,374,510,,,,,,,,
2011,10,201110,Brisbane,Proserpine,Brisbane - Proserpine,268,365.5,,,,,,,,
2011,10,201110,Brisbane,Rockhampton,Brisbane - Rockhampton,184,250.9,,,,,,,,
2011,10,201110,Brisbane,Sydney,Brisbane - Sydney,190,259.1,,,,,,,,
2011,10,201110,Brisbane,Townsville,Brisbane - Townsville,258,351.8,,,,,,,,
2011,10,201110,Brisbane,Newcastle,Brisbane - Newcastle,168,229.1,,,,,,,,
2011,10,201110,Broome,Perth,Broome - Perth,530,722.8,,,,,,,,
2011,10,201110,Bundaberg,Brisbane,Bundaberg - Brisbane,209,285,,,,,,,,
2011,10,201110,Cairns,Melbourne,Cairns - Melbourne,554,755.5,,,,,,,,
2011,10,201110,Cairns,Sydney,Cairns - Sydney,348,474.6,,,,,,,,
2011,10,201110,Cairns,Townsville,Cairns - Townsville,190,259.1,,,,,,,,
2011,10,201110,Canberra,Melbourne,Canberra - Melbourne,228,310.9,,,,,,,,
2011,10,201110,Canberra,Sydney,Canberra - Sydney,198,270,,,,,,,,
2011,10,201110,Coffs Harbour,Sydney,Coffs Harbour - Sydney,258,351.8,,,,,,,,
2011,10,201110,Darwin,Melbourne,Darwin - Melbourne,367,500.5,,,,,,,,
2011,10,201110,Darwin,Perth,Darwin - Perth,396,540,,,,,,,,
2011,10,201110,Darwin,Sydney,Darwin - Sydney,464,632.8,,,,,,,,
2011,10,201110,Devonport,Melbourne,Devonport - Melbourne,293,399.6,,,,,,,,
2011,10,201110,Dubbo,Sydney,Dubbo - Sydney,299,407.5,,,,,,,,
2011,10,201110,Geraldton,Perth,Geraldton - Perth,281,383.7,,,,,,,,
2011,10,201110,Gold Coast,Sydney,Gold Coast - Sydney,163,222.3,,,,,,,,
